FID,gid,geom,id,ciad,localidade_id,nome,tipo,efetivacao,fir,jurisdicao,latitude_dec,longitude_dec,latitude,longitude,elevacao,elev_uom,tipo_util,cat_sigla,opr,wh,cidade,uf,utc,emenda_n,emenda,airport_pk
airport.2873,2873,MULTIPOINT ((-57.511111111111 -18.577222222222)),6c6a3492-ef02-41f6-9407-bb5bebb8df23,MS0091,SIJO,Fazenda São Sebastião do Jatobazinho,AD,2018-07-19,SBCW,CINDACTA 2,-18.57722222,-57.51111111,18 34 38S,057 30 40W,104,M,PRIV,NAC,VFR DIURNA,HJ,Corumbá,MS,-4,29/18,2023-03-23,1048
airport.4808,4808,MULTIPOINT ((-49.6 -25.539444444444)),6056b27c-3fe2-413e-a165-58f0a69ccc52,PR0045,SIJR,Ely Rego,AD,2018-07-19,SBCW,CINDACTA 2,-25.53944444,-49.6,25 32 22S,049 36 00W,883,M,PRIV,NAC,VFR DIURNA,HJ,Balsa Nova,PR,-3,29/18,2023-03-23,1049
airport.4275,4275,MULTIPOINT ((-58.456111111111 -11.790555555556)),f6da8e1e-3cca-4d52-bc98-3ed48759a55e,MT0100,SIJU,Fazenda Areia Branca,AD,2018-07-19,SBAZ,CINDACTA 4,-11.79055556,-58.45611111,11 47 26S,058 27 22W,327,M,PRIV,NAC,VFR DIURNA,HJ,Juína,MT,-4,29/18,2023-03-23,1050
airport.3834,3834,MULTIPOINT ((-56.764722222222 -7.394722222222)),d694b0e2-87d3-48c3-917c-f363f4ed3fae,PA0049,SIJZ,Fazenda Vera Paz,AD,2018-07-19,SBAZ,CINDACTA 4,-7.39472222,-56.76472222,07 23 41S,056 45 53W,244,M,PRIV,NAC,VFR DIURNA,HJ,Itaituba,PA,-3,29/18,2023-03-23,1051
airport.3063,3063,MULTIPOINT ((-46.001666666667 -5.289166666667)),e40201a0-0a34-47d2-961b-adc9fa09d822,MA0020,SIKM,Fazenda Viamão,AD,2018-07-19,SBAZ,CINDACTA 4,-5.28916667,-46.00166667,05 17 21S,046 00 06W,263,M,PRIV,NAC,VFR DIURNA,HJ,Arame,MA,-3,29/18,2023-03-23,1055
airport.4388,4388,MULTIPOINT ((-45.901388888889 -5.150555555556)),b492ca38-a8ce-4222-b3e3-ee93c87ac072,MA0021,SIKN,Fazenda Bonanza,AD,2018-07-19,SBAZ,CINDACTA 4,-5.15055556,-45.90138889,05 09 26S,045 54 56W,283,M,PRIV,NAC,VFR DIURNA,HJ,Arame,MA,-3,29/18,2023-03-23,1056
airport.2758,2758,MULTIPOINT ((-55.945 -12.628055555556)),bdcd6747-396d-4f6e-adc8-824b1e53b152,MT0121,SIQY,Fazenda Amizade,AD,2018-11-08,SBAZ,CINDACTA 4,-12.62805556,-55.945,12 37 41S,055 56 42W,385,M,PRIV,NAC,VFR DIURNA,HJ,Sorriso,MT,-4,45/18,2023-03-23,1149
airport.3673,3673,MULTIPOINT ((-35.271944444444 -8.630833333333)),17e3f57a-b1a1-4875-82a9-95fadb27c2c2,PE0015,SIRF,José Múcio Monteiro,AD,2018-07-19,SBRE,CINDACTA 3,-8.63083333,-35.27194444,08 37 51S,035 16 19W,109,M,PRIV,NAC,VFR DIURNA,HJ,Rio Formoso,PE,-3,29/18,2023-03-23,1152
airport.4648,4648,MULTIPOINT ((-54.3136 -18.2672)),5adb2a5e-2655-4068-8fa8-09f9932f244c,MS0124,SIRH,Fazenda Morada da Lua,AD,2018-07-19,SBCW,CINDACTA 2,-18.2672,-54.3136,18 16 02S,054 18 49W,442,M,PRIV,NAC,VFR DIURNA,HJ,Coxim,MS,-4,29/18,2023-03-23,1153
airport.1417,1417,MULTIPOINT ((-56.219166666667 -4.303888888889)),b2128dee-48a0-4ba6-bd2d-7d871a1a4e1b,PA0054,SIRJ,Caima,AD,2021-09-09,SBAZ,CINDACTA 4,-4.30388889,-56.21916667,04 18 14S,056 13 09W,35,M,PRIV,NAC,VFR,,Itaituba,PA,-3,37/21,2023-03-23,1155
airport.4633,4633,MULTIPOINT ((-48.750277777778 -13.185)),89869a22-ed27-4dce-be3c-f36f4414cec1,GO0065,SJAI,Fazenda Davilândia,AD,2018-07-19,SBBS,CINDACTA 1,-13.185,-48.75027778,13 11 06S,048 45 01W,385,M,PRIV,NAC,VFR DIURNA,HJ,Montividiu do Norte,GO,-3,29/18,2023-03-23,1263
airport.3034,3034,MULTIPOINT ((-49.164444444444 -21.660277777778)),8f9c144f-249a-4de9-b491-761e2236df4b,SP0203,SJAS,Fazenda São Roque,AD,2018-07-19,SBBS,CINDACTA 1,-21.66027778,-49.16444444,21 39 37S,049 09 52W,416,M,PRIV,NAC,VFR DIURNA,HJ,Reginópolis,SP,-3,29/18,2023-03-23,1267
airport.3918,3918,MULTIPOINT ((-48.377222222222 -21.724444444444)),151a3aaa-3e3a-45a0-8ae5-eb4b4ffdad23,SP0204,SJAW,Fazenda Citrícola,AD,2018-07-19,SBBS,CINDACTA 1,-21.72444444,-48.37722222,21 43 28S,048 22 38W,625,M,PRIV,NAC,VFR DIURNA,HJ,Gavião Peixoto,SP,-3,29/18,2023-03-23,1268
airport.3036,3036,MULTIPOINT ((-45.021388888889 -12.768888888889)),e2797367-2912-411f-b458-d90f247c91e2,BA0102,SJAZ,Fazenda Querubim,AD,2018-07-19,SBRE,CINDACTA 3,-12.76888889,-45.02138889,12 46 08S,045 01 17W,833,M,PRIV,NAC,VFR DIURNA,HJ,São Desidério,BA,-3,29/18,2023-03-23,1271
airport.3678,3678,MULTIPOINT ((-54.245 -5.679166666667)),91581cc6-3482-44eb-9dd7-43bdd392744c,PA0067,SJBK,Iriri,AD,2018-07-19,SBAZ,CINDACTA 4,-5.67916667,-54.245,05 40 45S,054 14 42W,177,M,PRIV,NAC,VFR DIURNA,HJ,Altamira,PA,-3,29/18,2023-03-23,1272
airport.4402,4402,MULTIPOINT ((-51.11 -18.959166666667)),532babf2-5ac5-47db-a822-d306adbca403,GO0068,SJBZ,Fazenda Três Barras,AD,2018-07-19,SBBS,CINDACTA 1,-18.95916667,-51.11,18 57 33S,051 06 36W,473,M,PRIV,NAC,VFR DIURNA,HJ,Itarumã,GO,-3,29/18,2023-03-23,1277
airport.3735,3735,MULTIPOINT ((-47.046944444444 -21.531666666667)),d42ccfb8-50c1-4017-891e-65287e4328c4,SP0205,SJCA,Comandante Vittório Bonomi,AD,2018-07-19,SBBS,CINDACTA 1,-21.53166667,-47.04694444,21 31 54S,047 02 49W,621,M,PRIV,NAC,VFR,,Mococa,SP,-3,29/18,2023-03-23,1278
airport.4571,4571,MULTIPOINT ((-50.8456 -17.0678)),16f77849-21c0-401a-bbc4-b3e602083b86,GO0069,SJCP,Fazenda São Roberto,AD,2018-07-19,SBBS,CINDACTA 1,-17.0678,-50.8456,17 04 04S,050 50 44W,767,M,PRIV,NAC,VFR DIURNA,HJ,Paraúna,GO,-3,29/18,2023-03-23,1284
airport.3308,3308,MULTIPOINT ((-40.049722222222 -11.935555555556)),4a50675a-8935-48b4-91c7-f67bdc4c4c17,BA0105,SJCQ,Fazenda Serra Azul,AD,2018-07-19,SBRE,CINDACTA 3,-11.93555556,-40.04972222,11 56 08S,040 02 59W,343,M,PRIV,NAC,VFR,,Baixa Grande,BA,-3,29/18,2023-03-23,1285
airport.4271,4271,MULTIPOINT ((-58.510833333333 -1.712222222222)),9776ed65-8bfd-4eb3-a912-756e7cdb33fc,AM0033,SJCW,Jatapu,AD,2018-07-19,SBAZ,CINDACTA 4,-1.71222222,-58.51083333,01 42 44S,058 30 39W,26,M,PRIV,NAC,VFR DIURNA,HJ,Urucará,AM,-4,29/18,2023-03-23,1286
airport.3049,3049,MULTIPOINT ((-55.845277777778 -17.307777777778)),64e6dbe4-f138-47ac-97bf-8421f5e2bf31,MS0151,SJDL,Fazenda Paraíso,AD,2018-07-19,SBAZ,CINDACTA 4,-17.30777778,-55.84527778,17 18 28S,055 50 43W,400,M,PRIV,NAC,VFR DIURNA,HJ,Corumbá,MS,-4,29/18,2023-03-23,1294
airport.3191,3191,MULTIPOINT ((-55.740833333333 -19.456111111111)),d50d8399-a41d-4a46-9c4e-d10e587f7ddc,MS0152,SJDN,Fazenda Campo Alegre,AD,2018-07-19,SBCW,CINDACTA 2,-19.45611111,-55.74083333,19 27 22S,055 44 27W,170,M,PRIV,NAC,VFR DIURNA,HJ,Aquidauana,MS,-4,29/18,2023-03-23,1295
airport.1046,1046,MULTIPOINT ((-38.489166666667 -3.917222222222)),19b5536c-f5d9-48e0-9120-518c65970904,CE0018,SJDS,Dias Branco,AD,2022-03-03,SBRE,CINDACTA 3,-3.91722222,-38.48916667, 03 55 02S, 038 29 21W,46,M,PRIV,NAC,VFR,H24,Eusébio,CE,-3,10/22,2023-03-23,1296
airport.40,40,MULTIPOINT ((-55.3119 -19.5183)),6f391be5-99b5-4633-8f06-58f303408c47,MS0153,SJDT,Fazenda São Roque,AD,2023-03-16,SBCW,CINDACTA 2,-19.5183,-55.3119,19 31 06S,055 18 43W,160,M,PRIV,NAC,VFR DIURNA,HJ,Aquidauana,MS,-4,11/23,2023-03-23,1297
airport.4061,4061,MULTIPOINT ((-56.960277777778 -29.728055555556)),88c76da9-92fb-4cef-b22f-085981cd1e81,RS0074,SJDU,Nossa Senhora do Loreto,AD,2018-07-19,SBCW,CINDACTA 2,-29.72805556,-56.96027778,29 43 41S,056 57 37W,97,M,PRIV,NAC,VFR DIURNA,HJ,Uruguaiana,RS,-3,29/18,2023-03-23,1298
airport.3301,3301,MULTIPOINT ((-54.068611111111 -18.663055555556)),8dbb293e-7e78-43fd-8a80-5b39c31d4dc1,MS0157,SJDY,Fazenda da Barra,AD,2018-07-19,SBCW,CINDACTA 2,-18.66305556,-54.06861111,18 39 47S,054 04 07W,467,M,PRIV,NAC,VFR DIURNA,HJ,Camapuã,MS,-4,29/18,2023-03-23,1302
airport.848,848,MULTIPOINT ((-48.225277777778 -12.85)),0cd86fd8-2271-4302-885b-710b3813b491,TO0025,SJEA,Cadete 56 - 147 Santana,AD,2022-06-09,SBBS,CINDACTA 1,-12.85,-48.22527778, 12 51 00S, 048 13 31W,300,M,PRIV,NAC,VFR DIURNA,HJ,Palmeirópolis,TO,-3,24/22,2023-03-23,1303
airport.4352,4352,MULTIPOINT ((-56.042222222222 -19.746944444444)),6592fb3b-8864-4003-80c7-68a097ff7400,MS0158,SJEF,Fazenda Costa Rica,AD,2018-07-19,SBCW,CINDACTA 2,-19.74694444,-56.04222222,19 44 49S,056 02 32W,104,M,PRIV,NAC,VFR DIURNA,HJ,Aquidauana,MS,-4,29/18,2023-03-23,1305
airport.662,662,MULTIPOINT ((-57.158888888889 -20.160277777778)),5e4adc04-fe5b-45c1-9247-1ec6d8fa3107,MS0159,SJEG,Estância Esmeralda,AD,2022-08-18,SBCW,CINDACTA 2,-20.16027778,-57.15888889, 20 09 37S, 057 09 32W,132,M,PRIV,NAC,VFR DIURNA,HJ,Corumbá,MS,-4,34/22,2023-03-23,1306
airport.4202,4202,MULTIPOINT ((-48.2175 -22.101388888889)),9e1a763d-1ce7-42a6-acd8-3c0be7fc79fb,SP0206,SJEH,Clemente Verillo,AD,2018-07-19,SBBS,CINDACTA 1,-22.10138889,-48.2175,22 06 07S,048 13 37W,714,M,PRIV,NAC,VFR,,Ribeirão Bonito,SP,-3,29/18,2023-03-23,1307
airport.4449,4449,MULTIPOINT ((-52.208611111111 -13.540833333333)),366c9734-c1f6-4d7f-baf2-b00bb5f3658c,MT0168,SJEK,Satélite Aviação Agrícola Ltda,AD,2018-07-19,SBBS,CINDACTA 1,-13.54083333,-52.20861111,13 32 27S,052 12 31W,415,M,PRIV,NAC,VFR DIURNA,HJ,Canarana,MT,-4,29/18,2023-03-23,1309
airport.4735,4735,MULTIPOINT ((-52.976388888889 -33.143888888889)),80646f90-423b-44f5-a5f9-52df5302d61f,RS0076,SJEN,Pista Plá e Silva,AD,2018-07-19,SBCW,CINDACTA 2,-33.14388889,-52.97638889,33 08 38S,052 58 35W,3,M,PRIV,NAC,VFR DIURNA,HJ,Santa Vitória do Palmar,RS,-3,29/18,2023-03-23,1311
airport.3175,3175,MULTIPOINT ((-50.338611111111 -17.361666666667)),b1bdb820-cfc2-4cf8-ae10-87bb8e9a7d13,GO0070,SJER,Fazenda Canadá,AD,2018-07-19,SBBS,CINDACTA 1,-17.36166667,-50.33861111,17 21 42S,050 20 19W,552,M,PRIV,NAC,VFR DIURNA,HJ,Acreúna,GO,-3,29/18,2023-03-23,1313
airport.3998,3998,MULTIPOINT ((-46.107777777778 -13.010555555556)),75f97244-a5a5-4a62-8ff5-6803d7d73332,BA0106,SJEX,Fazenda Vitória,AD,2018-07-19,SBBS,CINDACTA 1,-13.01055556,-46.10777778,13 00 38S,046 06 28W,904,M,PRIV,NAC,VFR DIURNA,HJ,São Desidério,BA,-3,29/18,2023-03-23,1319
airport.4712,4712,MULTIPOINT ((-46.442222222222 -8.382777777778)),e42e6be4-32bd-468a-acf3-667f778e3d13,MA0028,SJFB,Fazenda Bacuri,AD,2018-07-19,SBAZ,CINDACTA 4,-8.38277778,-46.44222222,08 22 58S,046 26 32W,553,M,PRIV,NAC,VFR DIURNA,HJ,Riachão,MA,-3,29/18,2023-03-23,1320
airport.1655,1655,MULTIPOINT ((-50.411111111111 -20.295555555556)),7481d5b3-6a81-47ce-80a8-8cca78a514fc,SP0207,SJFF,Frigo Estrela,AD,2021-04-15,SBBS,CINDACTA 1,-20.29555556,-50.41111111, 20 17 44S, 050 24 40W,483,M,PRIV,NAC,VFR,H24,Estrela d'Oeste,SP,-3,16/21,2023-03-23,1321
airport.3620,3620,MULTIPOINT ((-49.525 -12.591111111111)),9246635f-4f75-421c-b96e-e33c3f79f8ff,TO0027,SJFK,Fazenda Cachoeira,AD,2018-07-19,SBBS,CINDACTA 1,-12.59111111,-49.525,12 35 28S,049 31 30W,235,M,PRIV,NAC,VFR DIURNA,HJ,Araguaçu,TO,-3,29/18,2023-03-23,1323
airport.3120,3120,MULTIPOINT ((-49.865555555556 -12.561666666667)),baa43e3b-9e75-4a92-b824-50eaf803d21b,TO0028,SJFL,Fazenda Campo Formoso,AD,2018-07-19,SBBS,CINDACTA 1,-12.56166667,-49.86555556,12 33 42S,049 51 56W,330,M,PRIV,NAC,VFR DIURNA,HJ,Sandolândia,TO,-3,29/18,2023-03-23,1324
airport.3839,3839,MULTIPOINT ((-54.2314 -23.8358)),94e339ff-b2da-4b61-926d-01d2054dfb6d,MS0162,SJFM,Fazenda Macuco,AD,2018-07-19,SBCW,CINDACTA 2,-23.8358,-54.2314,23 50 09S,054 13 53W,350,M,PRIV,NAC,VFR DIURNA,HJ,Eldorado,MS,-4,29/18,2023-03-23,1325
airport.3854,3854,MULTIPOINT ((-54.928888888889 -18.371666666667)),4dbed0a3-8d03-47ed-b79e-4555440fb7dc,MS0163,SJFN,Fazenda Brasil Novo,AD,2018-07-19,SBCW,CINDACTA 2,-18.37166667,-54.92888889,18 22 18S,054 55 44W,229,M,PRIV,NAC,VFR DIURNA,HJ,Coxim,MS,-4,29/18,2023-03-23,1326
airport.3067,3067,MULTIPOINT ((-48.665 -22.948888888889)),fd11bb44-dd9a-4bdf-b902-215a4008bba4,SP0208,SJFQ,Fazenda Quatrirmãs,AD,2018-07-19,SBCW,CINDACTA 2,-22.94888889,-48.665,22 56 56S,048 39 54W,744,M,PRIV,NAC,VFR DIURNA,HJ,Botucatu,SP,-3,29/18,2023-03-23,1328
airport.3732,3732,MULTIPOINT ((-60.473611111111 4.813888888889)),6fb3158c-73fb-4697-b651-61ff298726a7,RR0041,SJKU,Cumaipá,AD,2018-07-19,SBAZ,CINDACTA 4,4.81388889,-60.47361111,04 48 50N,060 28 25W,667,M,PRIV,NAC,VFR DIURNA,HJ,Uiramutã,RR,-4,29/18,2023-03-23,1395
airport.1868,1868,MULTIPOINT ((-57.726944444444 -10.093055555556)),05b69dcf-2a06-4436-b570-96a46a105caa,MT0170,SJFT,Fazenda Triunfo do Rio Turvo,AD,2021-01-28,SBAZ,CINDACTA 4,-10.09305556,-57.72694444,10 05 35S,057 43 37W,259,M,PRIV,NAC,VFR DIURNA,HJ,Nova Bandeirantes,MT,-4,5/21,2023-03-23,1330
airport.3269,3269,MULTIPOINT ((-35.630277777778 -6.694166666667)),32e6b9e3-174d-4ccc-8b56-6753a34fec92,PB0013,SJFU,Tabuleiro,AD,2018-07-19,SBRE,CINDACTA 3,-6.69416667,-35.63027778,06 41 39S,035 37 49W,523,M,PRIV,NAC,VFR DIURNA,HJ,Bananeiras,PB,-3,29/18,2023-03-23,1331
airport.4116,4116,MULTIPOINT ((-45.5 -12.901666666667)),1100089d-ac64-4242-ab84-8a09879526f7,BA0109,SJGC,Fazenda Busato I,AD,2018-07-19,SBRE,CINDACTA 3,-12.90166667,-45.5,12 54 06S,045 30 00W,366,M,PRIV,NAC,VFR DIURNA,HJ,São Desidério,BA,-3,29/18,2023-03-23,1334
airport.4739,4739,MULTIPOINT ((-56.293888888889 -6.081111111111)),e5e16f4c-cce3-4de5-8d63-c903ee1facb2,PA0069,SJGE,Nações Unidas,AD,2018-07-19,SBAZ,CINDACTA 4,-6.08111111,-56.29388889,06 04 52S,056 17 38W,135,M,PRIV,NAC,VFR DIURNA,HJ,Itaituba,PA,-3,29/18,2023-03-23,1336
airport.2792,2792,MULTIPOINT ((-56.481666666667 -13.668055555556)),de1e66c7-5026-4b90-a293-1223fda6d032,MT0174,SJGN,Fazenda Agromar,AD,2018-10-11,SBAZ,CINDACTA 4,-13.66805556,-56.48166667, 13 40 05S, 056 28 54W,377,M,PRIV,NAC,VFR DIURNA,HJ,São José do Rio Claro,MT,-4,41/18,2023-03-23,1342
airport.3793,3793,MULTIPOINT ((-46.743611111111 -13.708333333333)),6ccdae01-d364-44be-9220-c4205abaf623,GO0075,SJGY,Fazenda Barriguda,AD,2018-07-19,SBBS,CINDACTA 1,-13.70833333,-46.74361111,13 42 30S,046 44 37W,456,M,PRIV,NAC,VFR DIURNA,HJ,São Domingos,GO,-3,29/18,2023-03-23,1345
airport.4278,4278,MULTIPOINT ((-52.675 -22.09)),78d6d5e8-cc64-4abc-954b-e540124cefde,MS0167,SJGZ,Fazenda Araçatuba,AD,2018-07-19,SBCW,CINDACTA 2,-22.09,-52.675,22 05 24S,052 40 30W,375,M,PRIV,NAC,VFR DIURNA,HJ,Anaurilândia,MS,-4,29/18,2023-03-23,1346
airport.1,1,MULTIPOINT ((-51.567222222222 -10.633611111111)),9fe1c505-9572-495e-b82e-472649664331,MT0176,SJHG,Confresa,AD,2023-03-23,SBAZ,CINDACTA 4,-10.63361111,-51.56722222,10 38 01S,051 34 02W,238,M,PRIV,NAC,VFR DIURNA,HJ,Confresa,MT,-4,12/23,2023-03-23,1351
airport.2712,2712,MULTIPOINT ((-57.105555555556 -13.951388888889)),4d23f778-137b-4245-bb16-805023ad4d42,MT0178,SJHO,Fazenda Colorado,AD,2019-02-07,SBAZ,CINDACTA 4,-13.95138889,-57.10555556, 13 57 05S, 057 06 20W,518,M,PRIV,NAC,VFR DIURNA,HJ,Diamantino,MT,-4,6/19,2023-03-23,1354
airport.3556,3556,MULTIPOINT ((-52.769444444444 -21.245)),144a89e3-0c65-416b-888c-3cdd92e07b48,MS0168,SJIC,Pedro da Costa Lima,AD,2018-07-19,SBCW,CINDACTA 2,-21.245,-52.76944444,21 14 42S,052 46 10W,440,M,PRIV,NAC,VFR DIURNA,HJ,Santa Rita do Pardo,MS,-4,29/18,2023-03-23,1362
airport.1966,1966,MULTIPOINT ((-56.738333333333 -10.028888888889)),16443ddd-2f6a-4ef6-bc39-efd68b98213f,MT0185,SJJK,Fazenda Taquaral,AD,2020-11-12,SBAZ,CINDACTA 4,-10.02888889,-56.73833333,10 01 44S,056 44 18W,299,M,PRIV,NAC,VFR DIURNA,HJ,Alta Floresta,MT,-4,46/20,2023-03-23,1375
airport.2941,2941,MULTIPOINT ((-47.115555555556 -13.1925)),9dc9b6df-c1aa-4fe4-b2ff-9ad6f138abf0,GO0078,SJJO,João de Oliveira Bueno,AD,2018-07-19,SBBS,CINDACTA 1,-13.1925,-47.11555556,13 11 33S,047 06 56W,436,M,PRIV,NAC,VFR DIURNA,HJ,Monte Alegre de Goiás,GO,-3,29/18,2023-03-23,1379
airport.3945,3945,MULTIPOINT ((-44.203333333333 -21.713055555556)),0bf86256-3a27-4a2f-9e00-5a7c857400b3,MG0128,SJJR,Fazenda Recreio,AD,2018-07-19,SBCW,CINDACTA 2,-21.71305556,-44.20333333,21 42 47S,044 12 12W,1157,M,PRIV,NAC,VFR DIURNA,HJ,Andrelândia,MG,-3,29/18,2023-03-23,1380
airport.1370,1370,MULTIPOINT ((-51.012777777778 0.208888888889)),9675d838-3337-4db9-b995-001f1eafce49,AP0006,SJKI,Hangar Comandante Salomão Alcolumbre,AD,2021-10-07,SBAZ,CINDACTA 4,0.20888889,-51.01277778,00 12 32N,051 00 46W,20,M,PRIV,NAC,VFR DIURNA,HJ,Macapá,AP,-3,41/21,2023-03-23,1385
airport.3285,3285,MULTIPOINT ((-60.071666666667 4.618888888889)),89960988-cb46-4a89-8e2a-fe2e78fffe22,RR0033,SJKL,Canã,AD,2018-07-19,,,4.61888889,-60.07166667,04 37 08N,060 04 18W,303,M,PRIV,NAC,VFR DIURNA,HJ,Normandia,RR,-4,29/18,2023-03-23,1386
airport.3060,3060,MULTIPOINT ((-60.022222222222 4.808055555555556)),914f392a-36f1-4046-bd8e-cd590c04245b,RR0034,SJKM,Canawapai,AD,2018-07-19,,,4.80805556,-60.02222222,04 48 29N,060 01 20W,575,M,PRIV,NAC,VFR DIURNA,HJ,Uiramutã,RR,-4,29/18,2023-03-23,1387
airport.4655,4655,MULTIPOINT ((-60.265277777778 4.704722222222)),bb3083c8-b81e-4a7d-be77-de5ec2ff196b,RR0035,SJKN,Caracanã,AD,2018-07-19,SBAZ,CINDACTA 4,4.70472222,-60.26527778,04 42 17N,060 15 55W,606,M,PRIV,NAC,VFR DIURNA,HJ,Uiramutã,RR,-4,29/18,2023-03-23,1388
airport.3800,3800,MULTIPOINT ((-60.165 4.0631)),d50e683f-48fc-4d52-abdb-7abf7c790f97,RR0036,SJKO,Cararuau,AD,2018-07-19,SBAZ,CINDACTA 4,4.0631,-60.165,04 03 47N,060 09 54W,181,M,PRIV,NAC,VFR DIURNA,HJ,Normandia,RR,-4,29/18,2023-03-23,1389
airport.4325,4325,MULTIPOINT ((-60.463055555556 4.541111111111)),8e613ece-77e9-4c27-8fc1-1012dfa7e242,RR0037,SJKP,Caraparu,AD,2018-07-19,SBAZ,CINDACTA 4,4.54111111,-60.46305556,04 32 28N,060 27 47W,364,M,PRIV,NAC,VFR DIURNA,HJ,Uiramutã,RR,-4,29/18,2023-03-23,1390
airport.4695,4695,MULTIPOINT ((-60.5858 5.1231)),db0590ca-b100-46b7-b1fd-5daa8354e5f7,RR0038,SJKQ,Caramambatai (Mapae),AD,2018-07-19,SBAZ,CINDACTA 4,5.1231,-60.5858,05 07 23N,060 35 09W,606,M,PRIV,NAC,VFR DIURNA,HJ,Uiramutã,RR,-4,29/18,2023-03-23,1391
airport.3329,3329,MULTIPOINT ((-63.008333333333 2.375555555556)),1a4b8abf-609e-44ce-a483-6ceb5b1c044d,RR0039,SJKS,Catrimani I,AD,2018-07-19,SBAZ,CINDACTA 4,2.37555556,-63.00833333,02 22 32N,063 00 30W,333,M,PRIV,NAC,VFR DIURNA,HJ,Iracema,RR,-4,29/18,2023-03-23,1393
airport.4807,4807,MULTIPOINT ((-60.543611111111 4.171666666667)),55d0e59b-ac28-4fc1-9e60-7bee95855791,RR0040,SJKT,Contão,AD,2018-07-19,SBAZ,CINDACTA 4,4.17166667,-60.54361111,04 10 18N,060 32 37W,176,M,PRIV,NAC,VFR DIURNA,HJ,Pacaraima,RR,-4,29/18,2023-03-23,1394
airport.3421,3421,MULTIPOINT ((-60.778055555556 4.470277777778)),a487b495-34bb-4189-b1c6-7b41d93e96dd,RR0042,SJKV,Cumanã 1,AD,2018-07-19,SBAZ,CINDACTA 4,4.47027778,-60.77805556,04 28 13N,060 46 41W,363,M,PRIV,NAC,VFR DIURNA,HJ,Pacaraima,RR,-4,29/18,2023-03-23,1396
airport.4162,4162,MULTIPOINT ((-60.823888888889 4.426944444444)),bce2f596-da22-4a61-807a-6b25c8f48899,RR0043,SJKW,Cumanã 2,AD,2018-07-19,SBAZ,CINDACTA 4,4.42694444,-60.82388889,04 25 37N,060 49 26W,363,M,PRIV,NAC,VFR DIURNA,HJ,Pacaraima,RR,-4,29/18,2023-03-23,1397
airport.3319,3319,MULTIPOINT ((-59.748611111111 4.17)),ea121941-7dd1-4cbe-aa86-f97b0da046c4,RR0044,SJKX,Cutia,AD,2018-07-19,SBAZ,CINDACTA 4,4.17,-59.74861111,04 10 12N,059 44 55W,151,M,PRIV,NAC,VFR DIURNA,HJ,Uiramutã,RR,-4,29/18,2023-03-23,1398
airport.3252,3252,MULTIPOINT ((-60.439166666667 4.449722222222)),35aa3848-1cf6-4232-a052-aaf6f119f107,RR0045,SJKZ,Estevão,AD,2018-07-19,SBAZ,CINDACTA 4,4.44972222,-60.43916667,04 26 59N,060 26 21W,303,M,PRIV,NAC,VFR DIURNA,HJ,Uiramutã,RR,-4,29/18,2023-03-23,1399
airport.3048,3048,MULTIPOINT ((-60.291944444444 4.661388888889)),4f71554f-aeef-49e7-9974-d135c888d242,RR0046,SJLA,Flechal,AD,2018-07-19,SBAZ,CINDACTA 4,4.66138889,-60.29194444,04 39 41N,060 17 31W,606,M,PRIV,NAC,VFR DIURNA,HJ,Uiramutã,RR,-4,29/18,2023-03-23,1400
airport.3102,3102,MULTIPOINT ((-63.5675 2.72)),de99f5c6-fa4d-4f99-bd68-5c0e226a640b,RR0047,SJLC,Hakoma,AD,2018-07-19,SBAZ,CINDACTA 4,2.72,-63.5675,02 43 12N,063 34 03W,363,M,PRIV,NAC,VFR DIURNA,HJ,Alto Alegre,RR,-4,29/18,2023-03-23,1402
airport.4208,4208,MULTIPOINT ((-63.199444444444 3.225)),68ee624c-896a-4c3b-9395-74b7d4066c1e,RR0048,SJLE,Halikato-u,AD,2018-07-19,SBAZ,CINDACTA 4,3.225,-63.19944444,03 13 30N,063 11 58W,303,M,PRIV,NAC,VFR DIURNA,HJ,Alto Alegre,RR,-4,29/18,2023-03-23,1404
airport.2969,2969,MULTIPOINT ((-59.783888888889 2.176111111111)),0770d442-fe24-4827-8d80-1360cd581548,RR0050,SJLH,Jacamim,AD,2018-07-19,SBAZ,CINDACTA 4,2.17611111,-59.78388889,02 10 34N,059 47 02W,151,M,PRIV,NAC,VFR DIURNA,HJ,Bonfim,RR,-4,29/18,2023-03-23,1407
airport.3675,3675,MULTIPOINT ((-46.975 -4.213611111111)),8c705b86-982d-4498-8766-4baf8849ab2e,MA0029,SJLI,Fazenda Liliani,AD,2018-07-19,SBAZ,CINDACTA 4,-4.21361111,-46.975,04 12 49S,046 58 30W,292,M,PRIV,NAC,VFR DIURNA,HJ,Bom Jardim,MA,-3,29/18,2023-03-23,1408
airport.3899,3899,MULTIPOINT ((-59.221666666667 0.597222222222)),52e384f2-f62e-4141-9432-2de6287e64de,RR0051,SJLJ,Jatapuzinho,AD,2018-07-19,SBAZ,CINDACTA 4,0.59722222,-59.22166667,00 35 50N,059 13 18W,121,M,PRIV,NAC,VFR DIURNA,HJ,Caroebe,RR,-4,29/18,2023-03-23,1409
