FID,gid,geom,id,ciad,localidade_id,nome,tipo,efetivacao,fir,jurisdicao,latitude_dec,longitude_dec,latitude,longitude,elevacao,elev_uom,tipo_util,cat_sigla,opr,wh,cidade,uf,utc,emenda_n,emenda,airport_pk
airport.120,120,MULTIPOINT ((-47.585833333333 -20.876944444444)),8788b279-07d6-400e-b84c-ccdb2c7ccf58,SP0063,SDBA,Batatais,AD,2023-02-16,SBBS,CINDACTA 1,-20.87694444,-47.58583333, 20 52 37S, 047 35 09W,881,M,PUB,NAC,VFR DIURNA,HJ,Batatais,SP,-3,7/23,2023-03-23,140
airport.2333,2333,MULTIPOINT ((-47.809444444444 -15.854444444444)),d1b4a488-5428-4400-b14c-921768730afa,DF0007,SSGP,Piquet,AD,2020-05-07,SBBS,CINDACTA 1,-15.85444444,-47.80944444,15 51 16S,047 48 34W,1088,M,PRIV,NAC,VFR,,Brasília,DF,-3,19/20,2023-03-23,1971
airport.606,606,MULTIPOINT ((-54.591666666667 -22.787222222222)),7e6f27b1-e696-446d-8704-ef94daf75777,MS0183,SJSA,Fazenda Aimoré,AD,2022-08-31,SBCW,CINDACTA 2,-22.78722222,-54.59166667,22 47 14S,054 35 30W,372,M,PRIV,NAC,VFR DIURNA,HJ,Juti,MS,-4,35/22,2023-03-23,1511
airport.4762,4762,MULTIPOINT ((-63.729722222222 2.497777777778)),36ddb554-fac4-4a67-ae23-f05c1e285df4,RR0049,SJLF,Homoxi,AD,2018-07-19,SBAZ,CINDACTA 4,2.49777778,-63.72972222,02 29 52N,063 43 47W,696,M,PRIV,NAC,VFR DIURNA,HJ,Iracema,RR,-4,29/18,2023-03-23,1405
airport.4385,4385,MULTIPOINT ((-53.3525 -21.241388888889)),08229db4-ae0a-4e83-8b56-deff09926be5,MS0043,SDPZ,Sossego,AD,2018-07-19,SBCW,CINDACTA 2,-21.24138889,-53.3525,21 14 29S,053 21 09W,363,M,PRIV,NAC,VFR DIURNA,HJ,Ribas do Rio Pardo,MS,-4,29/18,2023-03-23,850
airport.2226,2226,MULTIPOINT ((-56.548611111111 -29.190833333333)),06319001-d5cb-4af8-827f-09d1d19bfd59,RS0070,SIVZ,Mata-Fome,AD,2020-07-23,SBCW,CINDACTA 2,-29.19083333,-56.54861111,29 11 27S,056 32 55W,67,M,PRIV,NAC,VFR DIURNA,HJ,Itaqui,RS,-3,30/20,2023-03-23,1206
airport.4247,4247,MULTIPOINT ((-52.04 -13.255)),6fd0f13c-42df-4195-9c3a-840979d5fb36,MT0328,SWBJ,Fazenda Itarema,AD,2018-07-19,SBBS,CINDACTA 1,-13.255,-52.04,13 15 18S,052 02 24W,408,M,PRIV,NAC,VFR DIURNA,HJ,Canarana,MT,-4,29/18,2023-03-23,2204
airport.3785,3785,MULTIPOINT ((-58.893888888889 -13.943888888889)),e3e88181-a80a-43f0-9fbe-6eae38cd03e3,MT0375,SWOT,Fazenda Planorte,AD,2018-07-19,SBAZ,CINDACTA 4,-13.94388889,-58.89388889,13 56 38S,058 53 38W,647,M,PRIV,NAC,VFR DIURNA,HJ,Sapezal,MT,-4,29/18,2023-03-23,2369
airport.3408,3408,MULTIPOINT ((-55.055833333333 -23.885277777778)),d8999b40-906b-406f-b393-5102b0f30f41,MS0024,SDBI,Fazenda Piray,AD,2018-07-19,SBCW,CINDACTA 2,-23.88527778,-55.05583333,23 53 07S,055 03 21W,354,M,PRIV,NAC,VFR DIURNA,HJ,Sete Quedas,MS,-4,29/18,2023-03-23,3825
airport.1457,1457,MULTIPOINT ((-55.99 -15.643611111111)),700534a0-5503-45ee-9d31-f1edd57bbc98,MT0149,SIXM,Cifi,AD,2021-08-12,SBAZ,CINDACTA 4,-15.64361111,-55.99,15 38 37S,055 59 24W,206,M,PRIV,NAC,VFR DIURNA,HJ,Cuiabá,MT,-4,33/20,2023-03-23,4059
airport.4421,4421,MULTIPOINT ((-39.068611111111 -11.155)),1557fa7b-aa47-45d7-95a5-6365dd10c7e9,BA0170,SSXS,Sidel,AD,2018-07-19,SBRE,CINDACTA 3,-11.155,-39.06861111,11 09 18S,039 04 07W,304,M,PRIV,NAC,VFR DIURNA,HJ,Araci,BA,-3,29/18,2023-03-23,5327
airport.3270,3270,MULTIPOINT ((-35.218611111111 -5.738055555556)),007da037-4320-423f-9052-398333aada8e,RN0010,SSAZ,Stratus Ale,AD,2018-07-19,SBRE,CINDACTA 3,-5.73805556,-35.21861111,05 44 17S,035 13 07W,5,M,PRIV,NAC,VFR DIURNA,HJ,Natal,RN,-3,29/18,2023-03-23,5677
airport.2782,2782,MULTIPOINT ((-58.001666666667 -12.099444444444)),8c9f1e36-d4b8-4f88-98d0-3f12ec17b902,MT0044,SDNB,Brasnorte,AD,2018-10-18,SBAZ,CINDACTA 4,-12.09944444,-58.00166667, 12 05 58S, 058 00 06W,323,M,PRIV,NAC,VFR DIURNA,HJ,Brasnorte,MT,-4,42/18,2023-03-23,5955
airport.2370,2370,MULTIPOINT ((-45.964722222222 -11.788333333333)),05387946-7371-463e-95f1-78618b5a6a76,BA0115,SJJL,Fazenda Campo Aberto,AD,2020-02-27,SBRE,CINDACTA 3,-11.78833333,-45.96472222,11 47 18S,045 57 53W,737,M,PRIV,NAC,VFR DIURNA,HJ,Barreiras,BA,-3,9/20,2023-03-23,1376
airport.587,587,MULTIPOINT ((-35.530833333333 -5.381944444444)),aaea759b-585d-4914-ba5e-6a550cf4d2fd,RN9002,SNXX,Maxaranguape,AD,2022-09-01,SBRE,CINDACTA 3,-5.38194444,-35.53083333, 05 22 55S, 035 31 51W,92.93,M,MIL,NAC,IFR DIURNA,H24,Maxaranguape,RN,-3,36/22,2023-03-23,3617
airport.1959,1959,MULTIPOINT ((-57.278333333333 -16.18)),d6f13956-5c6e-4c95-8a4f-733bb7f73eee,MT0606,SBOZ,Fazenda Arizona,AD,2020-11-19,SBAZ,CINDACTA 4,-16.18,-57.27833333, 16 10 48S, 057 16 42W,152,M,PRIV,NAC,VFR DIURNA,HJ,Cáceres,MT,-4,47/20,2023-03-23,6475
airport.1907,1907,MULTIPOINT ((-41.769166666667 -4.334444444444)),6f418810-eb1f-400a-8616-082f6a31991e,PI0068,SWAY,Piripiri,AD,2020-12-17,SBRE,CINDACTA 3,-4.33444444,-41.76916667, 04 20 04S, 041 46 09W,171,M,PRIV,NAC,VFR DIURNA,H24,Piripiri,PI,-3,51/20,2023-03-23,6532
airport.1436,1436,MULTIPOINT ((-47.641388888889 -14.883888888889)),a0d2ecde-a9bc-4116-b11d-e00a0a3ef7bf,GO0236,SD72,Fazenda São João do Monge,AD,2021-09-02,SBBS,CINDACTA 1,-14.88388889,-47.64138889, 14 53 02S, 047 38 29W,1099,M,PRIV,NAC,VFR DIURNA,HJ,Água Fria de Goiás,GO,-3,36/21,2023-03-23,6649
airport.1669,1669,MULTIPOINT ((-49.195555555556 -14.878055555556)),1cac5748-4150-4473-ad5e-2129fe89d053,GO0262,SSYA,Fazenda Tropical ,AD,2021-04-01,SBBS,CINDACTA 1,-14.87805556,-49.19555556, 14 52 41S, 049 11 44W,565,M,PRIV,NAC,VFR DIURNA,H24,São Luiz do Norte,GO,-3,14/21,2023-03-23,6610
airport.4585,4585,MULTIPOINT ((-47.516388888889 -3.739166666667)),ae8896c1-47a9-4378-bce1-099547f3d957,PA0041,SIAW,Sítio Gurupi,AD,2018-07-19,SBAZ,CINDACTA 4,-3.73916667,-47.51638889,03 44 21S,047 30 59W,128,M,PRIV,NAC,VFR DIURNA,HJ,Ulianópolis,PA,-3,29/18,2023-03-23,3659
airport.1400,1400,MULTIPOINT ((-53.761666666667 -14.500833333333)),e9fc2c7d-9943-4e08-b6cd-bf387b2a8970,MT0770,SDH6,Giongo Participações - Fazenda Victória,AD,2021-09-23,SBAZ,CINDACTA 4,-14.50083333,-53.76166667, 14 30 03S, 053 45 42W,528,M,PRIV,NAC,VFR DIURNA,HJ,Paranatinga,MT,-4,39/21,2023-03-23,6845
airport.1250,1250,MULTIPOINT ((-52.734722222222 -14.901666666667)),60ef666d-4b81-458f-b960-393a29b93464,MT0351,SWIH,Fazenda Felicidade,AD,2021-12-16,SBBS,CINDACTA 1,-14.90166667,-52.73472222, 14 54 06S, 052 44 05W,413,M,PRIV,NAC,VFR DIURNA,HJ,Novo São Joaquim,MT,-4,51/21,2023-03-23,3747
airport.26,26,MULTIPOINT ((-40.9375 -9.1575)),5f3b25c1-9710-4558-8928-5d5b91c042cd,BA0054,SDFX,Casa Nova,AD,2023-03-16,SBRE,CINDACTA 3,-9.1575,-40.9375, 09 09 27S, 040 56 15W,405,M,PUB,NAC,VFR DIURNA,HJ,Casa Nova,BA,-3,11/23,2023-03-23,153
airport.1103,1103,MULTIPOINT ((-40.948611111111 -18.771944444444)),6952502a-2faa-4f74-a7b0-4e9adef69772,MG0207,SWWM,Mantena,AD,2022-02-17,SBRE,CINDACTA 3,-18.77194444,-40.94861111, 18 46 19S, 040 56 55W,202,M,PRIV,NAC,VFR DIURNA,HJ,Mantena,MG,-3,8/22,2023-03-23,2471
airport.1090,1090,MULTIPOINT ((-55.822777777778 -21.290555555556)),211cf1a0-b2f0-4865-8fdd-68e49fa58779,MS0207,SNHK,Fazenda Caacupê,AD,2022-02-17,SBCW,CINDACTA 2,-21.29055556,-55.82277778, 21 17 26S, 055 49 22W,314,M,PRIV,NAC,VFR DIURNA,HJ,Nioaque,MS,-4,8/22,2023-03-23,4948
airport.1099,1099,MULTIPOINT ((-46.51 -15.842777777778)),0eae41cf-8e3b-4e1e-8adb-861e1b774b6b,MG0509,SI2A,Canduá II,AD,2022-02-17,SBBS,CINDACTA 1,-15.84277778,-46.51, 15 50 34S, 046 30 36W,922,M,PRIV,NAC,VFR DIURNA,HJ,Unaí,MG,-3,8/22,2023-03-23,7024
airport.1012,1012,MULTIPOINT ((-57.593888888889 -11.800277777778)),27967ecc-de0e-451e-84d3-f50d0c1dd4e7,MT0756,SJ4U,Fazenda Juara,AD,2022-03-17,SBAZ,CINDACTA 4,-11.80027778,-57.59388889, 11 48 01S, 057 35 38W,330,M,PRIV,NAC,VFR DIURNA,HJ,Juara,MT,-4,12/22,2023-03-23,7072
airport.1004,1004,MULTIPOINT ((-40.277222222222 -15.244444444444)),3ba948be-6815-4d8c-8206-db7aa0a6c0f4,BA0057,SNIP,Itapetinga,AD,2022-03-24,SBRE,CINDACTA 3,-15.24444444,-40.27722222, 15 14 40S, 040 16 38W,270,M,PUB,NAC,VFR DIURNA,HJ,Itapetinga,BA,-3,13/22,2023-03-23,323
airport.995,995,MULTIPOINT ((-45.291944444444 -18.468611111111)),bfe86d54-fa0d-419f-8977-30b09ab9a115,MG0541,SJ4X,Fazenda Caiçara,AD,2022-03-24,SBBS,CINDACTA 1,-18.46861111,-45.29194444, 18 28 07S, 045 17 31W,605,M,PRIV,NAC,VFR DIURNA,HJ,Três Marias,MG,-3,13/22,2023-03-23,7080
airport.975,975,MULTIPOINT ((-52.499722222222 -11.384166666667)),a37ea271-c1a2-42a5-b3f1-36618c2b69e3,MT0784,SI44,Fazenda Três Rodas da Barra,AD,2022-03-24,SBAZ,CINDACTA 4,-11.38416667,-52.49972222, 11 23 03S, 052 29 59W,324,M,PRIV,NAC,VFR DIURNA,HJ,São Félix do Araguaia,MT,-4,13/22,2023-03-23,7087
airport.835,835,MULTIPOINT ((-50.372222222222 -30.033611111111)),4725e01a-6b96-4ee0-a5d7-26b34b617bb2,RS0062,SIID,Fazenda Dona Chica,AD,2022-06-16,SBCW,CINDACTA 2,-30.03361111,-50.37222222, 30 02 01S, 050 22 20W,8,M,PRIV,NAC,VFR DIURNA,HJ,Osório,RS,-3,25/22,2023-03-23,5557
airport.929,929,MULTIPOINT ((-47.556111111111 -20.143888888889)),8044036f-5073-45b1-ba70-db55521d78a6,SP1368,SI46,Fazenda Primavera,AD,2022-04-07,SBBS,CINDACTA 1,-20.14388889,-47.55611111, 20 08 38S, 047 33 22W,920,M,PRIV,NAC,VFR DIURNA,HJ,Pedregulho,SP,-3,15/22,2023-03-23,7094
airport.930,930,MULTIPOINT ((-58.639444444444 -11.283333333333)),c5fd42cb-ee73-4226-9a9f-afdbb31fe89d,MT0776,SI4F,Solag Aviação Agrícola,AD,2022-04-07,SBAZ,CINDACTA 4,-11.28333333,-58.63944444, 11 17 00S, 058 38 22W,394,M,PRIV,NAC,VFR DIURNA,HJ,Juína,MT,-4,15/22,2023-03-23,7095
airport.894,894,MULTIPOINT ((-45.886388888889 -9.136388888889)),10103eb2-fcb9-450b-b7ee-ff6bbde92445,PI0092,SI97,Santa Filomena,AD,2022-05-12,SBRE,CINDACTA 3,-9.13638889,-45.88638889, 09 08 11S, 045 53 11W,350,M,PRIV,NAC,VFR DIURNA,HJ,Santa Filomena,PI,-3,20/22,2023-03-23,7113
airport.872,872,MULTIPOINT ((-46.859722222222 -20.4325)),916daf85-c80d-4e93-a622-0cfb661059a7,MG0167,SJ38,Fazenda Itatuba,AD,2022-05-19,SBBS,CINDACTA 1,-20.4325,-46.85972222, 20 25 57S, 046 51 35W,689,M,PRIV,NAC,VFR DIURNA,HJ,Cássia,MG,-3,21/22,2023-03-23,7114
airport.851,851,MULTIPOINT ((-48.114166666667 -5.685833333333)),76e5257e-b6ea-4325-a61a-c9351797cbb5,TO0005,SJGU,Araguatins,AD,2022-06-09,SBAZ,CINDACTA 4,-5.68583333,-48.11416667, 05 41 09S, 048 06 51W,125,M,PUB,NAC,VFR DIURNA,HJ,Araguatins,TO,-3,24/22,2023-03-23,234
airport.849,849,MULTIPOINT ((-40.329722222222 -17.823055555556)),6510467f-bf02-41ae-ad72-5da7813718c9,MG0041,SNNU,Nanuque,AD,2022-06-09,SBRE,CINDACTA 3,-17.82305556,-40.32972222, 17 49 23S, 040 19 47W,200,M,PUB,NAC,VFR DIURNA,HJ,Nanuque,MG,-3,24/22,2023-03-23,378
airport.433,433,MULTIPOINT ((-53.063333333333 -26.058888888889)),39348d4f-f0d3-4273-a5b6-1b585e719a47,PR0021,SSFB,Francisco Beltrão,AD,2022-11-03,SBCW,CINDACTA 2,-26.05888889,-53.06333333, 26 03 32S, 053 03 48W,644,M,PUB,NAC,VFR,H24,Francisco Beltrão,PR,-3,45/22,2023-03-23,503
airport.844,844,MULTIPOINT ((-38.486944444444 -11.125277777778)),164cf1d4-bbf4-44f2-8869-e193257ea0a4,BA0010,SNIO,Cipó,AD,2022-06-16,SBRE,CINDACTA 3,-11.12527778,-38.48694444, 11 07 31S, 038 29 13W,223,M,PUB,NAC,VFR DIURNA,HJ,Cipó,BA,-3,25/22,2023-03-23,322
airport.786,786,MULTIPOINT ((-49.118611111111 -11.125)),2b55bf50-9228-4686-b500-8643b5c5a454,TO0108,SI6F,Fazenda Alegria,AD,2022-07-07,SBBS,CINDACTA 1,-11.125,-49.11861111, 11 07 30S, 049 07 07 W,280,M,PRIV,NAC,VFR DIURNA,HJ,Crixás do Tocantins,TO,-3,28/22,2023-03-23,7137
airport.678,678,MULTIPOINT ((-46.617777777778 -16.181388888889)),ddc41219-5d51-4826-97a0-43f6dd0301c1,MG0511,SI7M,Fazenda Giboia THS,AD,2022-08-11,SBBS,CINDACTA 1,-16.18138889,-46.61777778, 16 10 53S, 046 37 04 W,973,M,PRIV,NAC,VFR DIURNA,HJ,Unaí,MG,-3,33/22,2023-03-23,7210
airport.731,731,MULTIPOINT ((-56.437222222222 -22.046944444444)),d2c71779-ee83-44b6-8a4e-4dd9430b4a85,MS0646,SI7J,Fazenda Marilândia,AD,2022-07-28,SBCW,CINDACTA 2,-22.04694444,-56.43722222, 22 02 49S, 056 26 14W,235,M,PRIV,NAC,VFR DIURNA,HJ,Bela Vista,MS,-4,31/22,2023-03-23,7211
airport.703,703,MULTIPOINT ((-52.258888888889 -25.678055555556)),ce088f3d-d496-455e-98b9-0b8970576738,PR0191,SJ4S,Fazenda Candoara,AD,2022-08-04,SBCW,CINDACTA 2,-25.67805556,-52.25888889, 25 40 41S, 052 15 32W,723,M,PRIV,NAC,VFR DIURNA,HJ,Candói,PR,-3,32/22,2023-03-23,7212
airport.713,713,MULTIPOINT ((-36.321666666667 -9.703333333333)),168e2086-0cb5-4120-a8e2-8854d8ef5816,AL0045,SI7T,Fazenda Santa Rita,AD,2022-08-04,SBRE,CINDACTA 3,-9.70333333,-36.32166667, 09 42 12S, 036 19 18W,197,M,PRIV,NAC,VFR DIURNA,HJ,Anadia,AL,-3,32/22,2023-03-23,7213
airport.805,805,MULTIPOINT ((-56.623611111111 -11.034444444444)),5cfc2742-5be9-4583-b230-ba7db425d771,MT0832,SI6R,Fazenda Tolimã,AD,2022-06-30,SBAZ,CINDACTA 4,-11.03444444,-56.62361111, 11 02 04S, 056 37 25W,448,M,PRIV,NAC,VFR DIURNA,HJ,Tabaporã,MT,-4,27/22,2023-03-23,7167
airport.802,802,MULTIPOINT ((-46.111944444444 -10.224166666667)),f16db38e-fedb-4249-954a-07f77b656cc4,TO0111,SJ2P,Merlin Agro,AD,2022-06-30,SBRE,CINDACTA 3,-10.22416667,-46.11194444, 10 13 27S, 046 06 43W,798,M,PRIV,NAC,VFR DIURNA,HJ,Mateiros,TO,-3,27/22,2023-03-23,7160
airport.815,815,MULTIPOINT ((-43.520555555556 -5.849722222222)),33e82896-3d90-44d6-9fde-173cf949563e,MA0141,SJ4D,Fazenda Tiúba,AD,2022-06-30,SBRE,CINDACTA 3,-5.84972222,-43.52055556, 05 50 59S, 043 31 14W,190,M,PRIV,NAC,VFR DIURNA,HJ,Parnarama,MA,-3,27/22,2023-03-23,7162
airport.812,812,MULTIPOINT ((-56.912777777778 -11.163333333333)),41e05121-e537-4634-b754-07af8b1bfbb2,MT0849,SI6N,Fazenda Borchardt,AD,2022-06-30,SBAZ,CINDACTA 4,-11.16333333,-56.91277778, 11 09 48S, 056 54 46W,346,M,PRIV,NAC,VFR DIURNA,HJ,Tabaporã,MT,-4,27/22,2023-03-23,7169
airport.655,655,MULTIPOINT ((-57.3525 -21.010555555556)),288d5b68-fa21-4818-ae77-4c169ac2247d,MS0064,SIAD,Estância Regina,AD,2022-08-18,SBCW,CINDACTA 2,-21.01055556,-57.3525, 21 00 38S, 057 21 09W,168,M,PRIV,NAC,VFR DIURNA,HJ,Porto Murtinho,MS,-4,34/22,2023-03-23,967
airport.460,460,MULTIPOINT ((-66.841666666667 1.120555555556)),184b1db9-bdf2-4050-b643-f7fdb1b236c3,AM0048,SWKU,Cucuí,AD,2022-10-27,SBAZ,CINDACTA 4,1.12055556,-66.84166667, 01 07 14N, 066 50 30W,83.67,M,PRIV,NAC,VFR DIURNA,HJ,São Gabriel da Cachoeira,AM,-4,44/22,2023-03-23,652
airport.817,817,MULTIPOINT ((-43.653611111111 -10.721666666667)),601f6c31-5ff5-4e99-b5fa-21ddce8050a8,BA0053,SNTQ,Buritirama,AD,2022-06-23,SBRE,CINDACTA 3,-10.72166667,-43.65361111, 10 43 18S, 043 39 13W,499,M,PUB,NAC,VFR DIURNA,HJ,Buritirama,BA,-3,26/22,2023-03-23,434
airport.819,819,MULTIPOINT ((-56.266111111111 -6.373333333333)),57cdd1d7-ef6e-45bd-adaf-fd721bfdc832,PA0314,SJ6N,Gana Gold Mineração,AD,2022-06-23,SBAZ,CINDACTA 4,-6.37333333,-56.26611111, 06 22 24S, 056 15 58W,200,M,PRIV,NAC,VFR,H24,Itaituba,PA,-3,26/22,2023-03-23,7140
airport.827,827,MULTIPOINT ((-55.658611111111 1.440555555556)),8a0425d5-d499-4c37-9a38-27222ff6ea34,PA0252,SI2H,Aldeia Pedra da Onça,AD,2022-06-23,SBAZ,CINDACTA 4,1.44055556,-55.65861111, 01 26 26N, 055 39 31W,313,M,PRIV,NAC,VFR DIURNA,HJ,Óbidos,PA,-3,26/22,2023-03-23,7141
airport.818,818,MULTIPOINT ((-55.54 -11.783055555556)),da50832c-89cf-4c41-b228-8aa484e66ec0,MT0061,SDTA,Tasi,AD,2022-06-23,SBAZ,CINDACTA 4,-11.78305556,-55.54,11 46 59S,055 32 24W,368,M,PRIV,NAC,VFR DIURNA,HJ,Sinop,MT,-4,26/22,2023-03-23,7150
airport.2816,2816,MULTIPOINT ((-61.121388888889 1.844166666667)),60ce56f8-eb33-456a-b066-6a7d1eab039b,RR9001,SBQI,CARACARAI,AD,2018-09-27,SBAZ,CINDACTA 4,1.84416667,-61.12138889, 01 50 39N, 061 07 17W,56,M,MIL,NAC,VFR DIURNA,HJ,Caracaraí,RR,-4,39/18,2023-03-23,7267
airport.555,555,MULTIPOINT ((-55.664444444444 -16.295277777778)),4f9dc3d3-1a5a-4100-a7e7-09894b8d1b5c,MT0854,SJ29,Fazenda Ricardo Franco,AD,2022-09-22,SBAZ,CINDACTA 4,-16.29527778,-55.66444444, 16 17 43S, 055 39 52W,142,M,PRIV,NAC,VFR DIURNA,HJ,Santo Antônio do Leverger,MT,-4,39/22,2023-03-23,7269
airport.550,550,MULTIPOINT ((-55.3 -13.263333333333)),2b26e0d9-7ca3-4b40-a8d4-711f1e2c76b6,MT0853,SI9T,Fazenda Recanto do Céu,AD,2022-09-22,SBAZ,CINDACTA 4,-13.26333333,-55.3, 13 15 48S, 055 18 00W,449,M,PRIV,NAC,VFR DIURNA,HJ,Nova Ubiratã,MT,-4,39/22,2023-03-23,7270
airport.574,574,MULTIPOINT ((-41.525833333333 -7.061388888889)),361a94a6-1f09-4de5-a021-efe58a3123b9,PI0009,SNPC,Picos,AD,2022-09-08,SBRE,CINDACTA 3,-7.06138889,-41.52583333, 07 03 41S, 041 31 33W,335,M,PUB,NAC,VFR DIURNA,HJ,Picos,PI,-3,37/22,2023-03-23,389
airport.417,417,MULTIPOINT ((-49.799444444444 -25.401111111111)),9c664665-3a06-4d1e-9e15-9be0ac3df3cd,PR0058,SJOY,Jorge Luiz Stocco,AD,2022-11-10,SBCW,CINDACTA 2,-25.40111111,-49.79944444, 25 24 04S, 049 47 58W,1048.02,M,PRIV,NAC,VFR IFR,H24,Palmeira,PR,-3,46/22,2023-03-23,5594
airport.74,74,MULTIPOINT ((-51.521666666667 -25.388055555556)),5e0397ab-f905-456a-8936-315b9b14e307,PR0009,SSGG,Aeroporto Regional de Guarapuava - Tancredo Thomás de Faria,AD,2023-03-02,SBCW,CINDACTA 2,-25.38805556,-51.52166667, 25 23 17S, 051 31 18W,1065,M,PUB,NAC,VFR IFR,H24,Guarapuava,PR,-3,9/23,2023-03-23,75
airport.87,87,MULTIPOINT ((-43.385555555556 -21.793055555556)),1118d419-3cdf-4810-a211-60e559e16c0e,MG0016,SBJF,FRANCISCO DE ASSIS,AD,2023-02-23,SBCW,CINDACTA 2,-21.79305556,-43.38555556, 21 47 35S, 043 23 08W,911,M,PUB,NAC,VFR IFR,,Juiz de Fora,MG,-3,8/23,2023-03-23,86
airport.426,426,MULTIPOINT ((-47.334166666667 -22.781388888889)),f47e0d71-f96b-4957-8509-8b933e8622bb,SP0194,SIQK,Nova Odessa,AD,2022-11-03,SBBS,CRCEA-SE,-22.78138889,-47.33416667, 22 46 53S, 047 20 03W,580,M,PRIV,NAC,VFR DIURNA,HJ,Nova Odessa,SP,-3,45/22,2023-03-23,1140
airport.3852,3852,MULTIPOINT ((-57.646666666667 -21.910833333333)),4282cbbd-e6d6-4b83-9fc6-189e193dd6cf,MS0302,SSLP,Fazenda Lucero Porã,AD,2018-07-19,SBCW,CINDACTA 2,-21.91083333,-57.64666667,21 54 39S,057 38 48W,91,M,PRIV,NAC,VFR DIURNA,HJ,Porto Murtinho,MS,-4,29/18,2023-03-23,2042
airport.1329,1329,MULTIPOINT ((-45.933055555556 -21.431666666667)),790dcf46-35df-4cb3-a214-5e4c0c95f50d,MG0012,SNFE,Alfenas,AD,2021-11-04,SBBS,CINDACTA 1,-21.43166667,-45.93305556, 21 25 54S, 045 55 59W,879,M,PUB,NAC,VFR,H24,Alfenas,MG,-3,45/21,2023-03-23,296
airport.3584,3584,MULTIPOINT ((-44.865277777778 -20.714444444444)),5b69d002-c4a2-4933-8b92-df8bfb1394c6,MG0049,SNRZ,Oliveira,AD,2018-07-19,SBBS,CINDACTA 1,-20.71444444,-44.86527778, 20 42 52S, 044 51 55W,982,M,PUB,NAC,VFR,H24,Oliveira,MG,-3,29/18,2023-03-23,417
airport.795,795,MULTIPOINT ((-41.855 -9.7575)),4357e767-c6db-4a35-b6cd-a3c60f09b147,BA0056,SNSE,Sento Sé,AD,2022-06-30,SBRE,CINDACTA 3,-9.7575,-41.855, 09 45 27S, 041 51 18W,398,M,PUB,NAC,VFR DIURNA,HJ,Sento Sé,BA,-3,27/22,2023-03-23,420
airport.1014,1014,MULTIPOINT ((-42.466111111111 -18.198611111111)),68769f22-9674-4901-9898-1b3543469fe8,MG0076,SNSI,Santa Maria do Suaçuí,AD,2022-03-17,SBBS,CINDACTA 1,-18.19861111,-42.46611111, 18 11 55S, 042 27 58W,480,M,PUB,NAC,VFR DIURNA,HJ,Santa Maria do Suaçuí,MG,-3,12/22,2023-03-23,422
airport.2548,2548,MULTIPOINT ((-57.879166666667 -21.712777777778)),8aa564b1-f827-4a87-a615-b01c5b9030d4,MS0013,SSPM,Porto Murtinho,AD,2019-07-25,SBCW,CINDACTA 2,-21.71277778,-57.87916667, 21 42 46S, 057 52 45W,81,M,PUB,NAC,VFR DIURNA,HJ,Porto Murtinho,MS,-4,30/19,2023-03-23,554
airport.2320,2320,MULTIPOINT ((-49.818888888889 -23.674444444444)),c002bb0d-e205-446a-a1a1-b7a41215275b,PR0029,SSQC,Siqueira Campos,AD,2020-05-28,SBCW,CINDACTA 2,-23.67444444,-49.81888889, 23 40 28S, 049 49 08W,705,M,PUB,NAC,VFR DIURNA,HJ,Siqueira Campos,PR,-3,22/20,2023-03-23,558
airport.4194,4194,MULTIPOINT ((-39.286111111111 -10.465277777778)),c707140e-b27c-4404-a67f-88bc257af063,BA0061,SSQP,Monte Santo,AD,2018-07-19,SBRE,CINDACTA 3,-10.46527778,-39.28611111, 10 27 55S, 039 17 10W,443,M,PUB,NAC,VFR DIURNA,HJ,Monte Santo,BA,-3,29/18,2023-03-23,561
airport.4221,4221,MULTIPOINT ((-49.960277777778 -24.8075)),b4296a90-babf-48c9-92b2-7f4038133919,PR0013,SSQT,Castro,AD,2018-07-19,SBCW,CINDACTA 2,-24.8075,-49.96027778, 24 48 27S, 049 57 37W,1010,M,PUB,NAC,VFR DIURNA,HJ,Castro,PR,-3,29/18,2023-03-23,562
airport.5,5,MULTIPOINT ((-48.491944444444 -14.436388888889)),1a3e8d93-4015-4727-a097-192ae470c942,GO0016,SWNQ,NIQUELANDIA,AD,2023-03-23,SBBS,CINDACTA 1,-14.43638889,-48.49194444, 14 26 11S, 048 29 31W,840,M,PUB,NAC,VFR DIURNA,,Niquelândia,GO,-3,12/23,2023-03-23,671
airport.2489,2489,MULTIPOINT ((-57.333888888889 -11.516944444444)),16cb1f1b-56b8-4761-a579-6365a06ca513,MT0010,SWPG,PORTO DOS GAÚCHOS,AD,2019-09-26,SBAZ,CINDACTA 4,-11.51694444,-57.33388889, 11 31 01S, 057 20 02W,400,M,PUB,NAC,VFR DIURNA,HJ,Porto dos Gaúchos,MT,-4,39/19,2023-03-23,678
airport.1308,1308,MULTIPOINT ((-53.383055555556 -12.199166666667)),6aeb8f9a-8576-435b-90c0-98c19733b4f5,MT0027,SWPL,POSTO LEONARDO VILAS BOAS,AD,2021-11-11,SBAZ,CINDACTA 4,-12.19916667,-53.38305556, 12 11 57S, 053 22 59W,288,M,PRIV,NAC,VFR DIURNA,HJ,Chapada dos Guimarães,MT,-4,46/21,2023-03-23,681
