FID,fid,gid,geom,rwydirecti,effectived,runway_pk,rwyendid,truebrg,truebrgsrc,magbrg,threshlat,threshlon,codedatum,valgeoaccu,uomgeoaccu,elevaccura,geoidundul,uomdistver,valcrc,verdatum,gradient,tdzelevloc,tdzelev,threshelev,elevtdzacc,tch,vasis,vasisangle,durtax,descrpsnva,meht,uommeht,descrarstd,descrrvr,vfrpattern,txtrmk,uomtch,descrpsnv1,txtrmk_lcl,codeportab,codepsnvas,noboxvasis,elevtdzac1,elevationt,truebearin,slopetdz,apprmarkin,apprmarki1,classlight,precapproc,rwyelement,rmk_light_,rmk_light1,light_desc,gradientrm,bltype,geoiduom,vertaccuom,originalla,originallo,originalsr,originalel,originale1,geoidrefsy,emergencyl,codeintst,codecolour,emenda,emenda_futura
rwydirection.fid--4f6e8018_187234ca30b_-517f,79,79,MULTIPOINT ((-42.649955556 -9.078091667)),823,2017-07-20,2347,16,,,,-9.07809167,-42.64995556,WGE,,M,,,M,,EGM_96,,,,411.22,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-517e,80,80,MULTIPOINT ((-42.639366667000004 -9.088688889)),824,2017-07-20,2347,34,,,,-9.08868889,-42.63936667,WGE,,M,,,M,,EGM_96,,,,410.12,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-517d,81,81,MULTIPOINT ((-40.366202778 -2.910847222)),825,2018-04-26,5720,08,,,,-2.91084722,-40.36620278,WGE,,M,,,M,,EGM_96,,,,26.49,,,PAPI,,,3.00°,48,FT,,,,,FT,3.00°,,,,4,,,,,,,,,,"PAPI\n02° 54' 34,76 S\n040° 21' 49,73 W\n87,24 ft","PAPI\n02° 54' 34,76 S\n040° 21' 49,73 W\n87,24 ft","L9 (3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-517c,82,82,MULTIPOINT ((0 0)),827,2017-01-05,5700,29,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-517b,83,83,MULTIPOINT ((-65.361197222 -4.8855)),438,2017-07-20,147,09,,,,-4.8855,-65.36119722,WGE,,M,,,M,,,,,,64.59,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9(3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-517a,84,84,MULTIPOINT ((-65.34971666700001 -4.883027778)),439,2017-07-20,147,27,,,,-4.88302778,-65.34971667,WGE,,M,,,M,,,,,,63.07,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5179,85,85,MULTIPOINT ((0 0)),440,2012-01-20,1866,27,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5178,86,86,MULTIPOINT ((-46.986855556 -20.954666666999998)),446,2017-07-20,418,05,,,,-20.95466667,-46.98685556,WGE,,M,,,M,,EGM_96,,,,948.22,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5177,87,87,MULTIPOINT ((-46.979313889 -20.942075)),447,2017-07-20,418,23,,,,-20.942075,-46.97931389,WGE,,M,,,M,,EGM_96,,,,934.71,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5176,88,88,MULTIPOINT ((0 0)),448,2012-01-20,2461,03,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5175,89,89,MULTIPOINT ((0 0)),449,2012-01-20,2461,21,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5174,90,90,MULTIPOINT ((0 0)),574,2013-02-07,1492,23,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5173,91,91,MULTIPOINT ((0 0)),578,2013-05-30,2888,15,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5172,92,92,MULTIPOINT ((-43.410258333 -13.256322222)),584,2017-07-20,112,18,,,,-13.25632222,-43.41025833,WGE,,M,,,M,,EGM_96,,,,437.07,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5171,93,93,MULTIPOINT ((-43.406341667 -13.266594443999999)),585,2017-07-20,112,36,,,,-13.26659444,-43.40634167,WGE,,M,,,M,,EGM_96,,,,439.72,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5170,94,94,MULTIPOINT ((-35.246016667 -5.920122222)),587,2013-06-27,3939,34L,321.3,,,-5.92012222,-35.24601667,WGE,,M,,-5.01,M,,EGM_96,,,,46,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-516f,95,95,MULTIPOINT ((-35.251580556 -5.901822222000001)),588,2013-06-27,3938,16L,140.24,,,-5.90182222,-35.25158056,WGE,,M,,-5.02,M,,EGM_96,,,,45.3,,,PAPI,,,Left and Right/3.0°,73,FT,,,,,M,Esquerdo e Direito/3.0°,,,BOTH,,,,,,,,,,,EMERG Marking,Balizamento de Emergência,"L9(1), 10, 12",,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-516e,96,96,MULTIPOINT ((-35.236775 -5.920072222)),589,2017-07-20,3938,34R,320.24,,,-5.92007222,-35.236775,WGE,,M,,-5.02,M,,EGM_96,,,,42.16,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,EMERG Marking,Balizamento de Emergência,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-516d,97,97,MULTIPOINT ((-35.255813889 -5.909069444)),590,2017-03-02,3937,12,98.66,,,-5.90906944,-35.25581389,WGE,,M,,-5.01,M,,EGM_96,,,,50.48,,,PAPI,,,Left/2.98°,48,FT,,,,,M,Esquerdo/2.98°,,,LEFT,,,,,,,,,,,,,"L9(2.98) (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-516c,100,100,MULTIPOINT ((0 0)),830,2017-03-02,5722,03,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-516b,101,101,MULTIPOINT ((0 0)),831,2017-03-02,5724,34,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L33, 34",,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-516a,102,102,MULTIPOINT ((-50.836683332999996 -29.373925)),832,2017-07-20,513,06,,,,-29.373925,-50.83668333,WGE,,M,,,M,,,,,,837.34,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5169,103,103,MULTIPOINT ((-50.826922222 -29.366433333)),833,2017-07-20,513,24,,,,-29.36643333,-50.82692222,WGE,,M,,,M,,,,,,829.89,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5168,106,106,MULTIPOINT ((-51.390130556 -20.924961111000002)),836,2017-07-20,165,11,,,,-20.92496111,-51.39013056,WGE,,M,,,M,,,,,,372.68,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5167,107,107,MULTIPOINT ((-51.375238889 -20.925408333)),837,2017-07-20,165,29,,,,-20.92540833,-51.37523889,WGE,,M,,,M,,,,,,379.98,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5166,108,108,MULTIPOINT ((0 0)),838,2017-05-25,5748,11,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5165,111,111,MULTIPOINT ((0 0)),841,2017-05-25,5759,07,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5164,112,112,MULTIPOINT ((0 0)),842,2017-05-25,5759,25,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5163,113,113,MULTIPOINT ((0 0)),843,2017-05-25,5804,18,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5162,114,114,MULTIPOINT ((0 0)),844,2017-05-25,5804,36,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5161,115,115,MULTIPOINT ((0 0)),845,2017-05-25,5736,13,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5160,116,116,MULTIPOINT ((0 0)),847,2017-05-25,5742,06,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-515f,117,117,MULTIPOINT ((-47.974413889 -16.261341667)),848,2017-07-20,736,11,,,,-16.26134167,-47.97441389,WGE,,M,,,M,,EGM_96,,,,991.59,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-515e,118,118,MULTIPOINT ((-47.963197222 -16.262102778000003)),849,2017-07-20,736,29,,,,-16.26210278,-47.96319722,WGE,,M,,,M,,EGM_96,,,,994.17,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-515d,119,119,MULTIPOINT ((-35.756308333 -9.583113889)),850,2017-07-20,1708,14,,,,-9.58311389,-35.75630833,WGE,,M,,,M,,EGM_96,,,,88.14,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-515c,120,120,MULTIPOINT ((-35.749747222 -9.586388889)),851,2017-07-20,1708,32,,,,-9.58638889,-35.74974722,WGE,,M,,,M,,EGM_96,,,,88.14,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-515b,121,121,MULTIPOINT ((-63.651458333 2.836766667)),852,2017-07-20,735,12,,,,2.83676667,-63.65145833,WGE,,M,,,M,,,,,,928.39,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-515a,122,122,MULTIPOINT ((-40.341216667000005 -3.679413889)),454,2017-07-20,396,10,,,,-3.67941389,-40.34121667,WGE,,M,,,M,,EGM_96,,,,63.44,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5159,123,123,MULTIPOINT ((-40.332008333 -3.678227778)),455,2017-07-20,396,28,,,,-3.67822778,-40.33200833,WGE,,M,,,M,,EGM_96,,,,63.53,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5158,124,124,MULTIPOINT ((0 0)),460,2012-01-20,2059,25,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5157,125,125,MULTIPOINT ((0 0)),461,2012-01-20,2059,07,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5156,126,126,MULTIPOINT ((0 0)),462,2012-01-20,475,26,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5155,127,127,MULTIPOINT ((0 0)),463,2012-01-20,475,08,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5154,128,128,MULTIPOINT ((-35.239547222000006 -5.911647222)),591,2017-03-02,3937,30,279.66,,,-5.91164722,-35.23954722,WGE,,M,,-5.02,M,,EGM_96,,,,44.23,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5153,129,129,MULTIPOINT ((0 0)),592,2013-11-14,3319,32,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L32, 33",,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5152,130,130,MULTIPOINT ((0 0)),593,2013-11-14,2771,11,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L11, 12, 16",,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5151,131,131,MULTIPOINT ((0 0)),594,2013-11-14,2771,29,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L11, 12, 16",,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5150,132,132,MULTIPOINT ((0 0)),595,2013-11-14,4008,13,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-514f,133,133,MULTIPOINT ((0 0)),596,2013-11-14,4008,31,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-514e,134,134,MULTIPOINT ((-40.8675 -4.029444444)),597,2018-01-04,4021,10,,,,-4.02944444,-40.8675,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L10, 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-514d,135,135,MULTIPOINT ((-40.881111111 -4.029444444)),598,2018-01-04,4021,28,,,,-4.02944444,-40.88111111,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L10, 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-514c,136,136,MULTIPOINT ((0 0)),599,2014-01-09,4031,10,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-514b,137,137,MULTIPOINT ((0 0)),600,2014-01-09,4049,35,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L33,35",,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-514a,138,138,MULTIPOINT ((0 0)),601,2014-01-09,3406,18,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5149,139,139,MULTIPOINT ((0 0)),602,2014-01-09,3528,06,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5148,140,140,MULTIPOINT ((0 0)),603,2014-01-09,3528,18,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5147,141,141,MULTIPOINT ((-63.642102778 2.8339499999999997)),853,2017-07-20,735,30,,,,2.83395,-63.64210278,WGE,,M,,,FT,,,,,,895.24,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5146,142,142,MULTIPOINT ((-60.025272222000005 -3.0723277780000005)),854,2017-07-20,654,11,,,,-3.07232778,-60.02527222,WGE,,M,,,M,,EGM_96,,,,56.9,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5145,143,143,MULTIPOINT ((-60.018058333 -3.0734722220000004)),855,2017-07-20,654,29,,,,-3.07347222,-60.01805833,WGE,,M,,,M,,EGM_96,,,,61.91,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5144,144,144,MULTIPOINT ((-57.724144444 -3.377613889)),856,2017-07-20,685,01,,,,-3.37761389,-57.72414444,WGE,,M,,,M,,EGM_96,,,,20.91,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5143,145,145,MULTIPOINT ((-57.725474999999996 -3.366747222)),857,2017-07-20,685,19,,,,-3.36674722,-57.725475,WGE,,M,,,M,,EGM_96,,,,20.12,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5142,146,146,MULTIPOINT ((-44.311830556000004 -22.976291666999998)),864,2017-07-20,154,10,,,,-22.97629167,-44.31183056,WGE,,M,,,M,,,,,,2,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5141,147,147,MULTIPOINT ((-44.30314722200001 -22.974452778)),865,2017-07-20,154,28,,,,-22.97445278,-44.30314722,WGE,,M,,,M,,,,,,2.65,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5140,148,148,MULTIPOINT ((-63.048944444 -9.886094444000001)),866,2017-07-20,253,03,,,,-9.88609444,-63.04894444,WGE,,M,,,M,,,,,,139.94,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-513f,149,149,MULTIPOINT ((-63.045347222 -9.874833333000002)),867,2017-07-20,253,21,,,,-9.87483333,-63.04534722,WGE,,M,,,M,,,,,,129.8,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-513e,150,150,MULTIPOINT ((-46.574583333 -23.131652778)),868,2017-07-20,218,02,,,,-23.13165278,-46.57458333,WGE,,M,,,M,,,,,,808.27,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-513d,151,151,MULTIPOINT ((-46.573861111 -23.124458333)),869,2017-07-20,218,20,,,,-23.12445833,-46.57386111,WGE,,M,,,M,,,,,,803.37,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-513c,152,152,MULTIPOINT ((-62.924986111 -0.981980556)),870,2017-07-20,629,09,,,,-0.98198056,-62.92498611,WGE,,M,,,M,,,,,,31.48,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-513b,153,153,MULTIPOINT ((-62.911602778 -0.980305556)),871,2017-07-20,629,27,,,,-0.98030556,-62.91160278,WGE,,M,,,M,,,,,,31.21,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-513a,154,154,MULTIPOINT ((-44.606702778 -19.841947221999998)),872,2017-07-20,405,12,,,,-19.84194722,-44.60670278,WGE,,M,,,M,,EGM_96,,,,879.74,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5139,155,155,MULTIPOINT ((-44.595330556 -19.843611111)),873,2017-07-20,405,30,,,,-19.84361111,-44.59533056,WGE,,M,,,M,,EGM_96,,,,915.36,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5138,156,156,MULTIPOINT ((-48.535063889 -25.544233332999998)),874,2017-07-20,572,06,,,,-25.54423333,-48.53506389,WGE,,M,,,M,,EGM_96,,,,6.45,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5137,157,157,MULTIPOINT ((-48.524533333 -25.535774999999997)),875,2017-07-20,572,24,,,,-25.535775,-48.52453333,WGE,,M,,,M,,EGM_96,,,,7.03,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5136,158,158,MULTIPOINT ((-47.326822222 -21.99325)),876,2017-07-20,2900,02R,,,,-21.99325,-47.32682222,WGE,,M,,,M,,EGM_96,,,,594.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5135,159,159,MULTIPOINT ((-47.326905556 -21.976074999999998)),877,2017-07-20,2900,20L,,,,-21.976075,-47.32690556,WGE,,M,,,M,,EGM_96,,,,602.29,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5134,160,160,MULTIPOINT ((-49.23346388900001 -25.401852778000002)),466,2019-04-25,69,18,,,,-25.40185278,-49.23346389,WGE,,M,,,M,,EGM_96,,,,923.52,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (4), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5133,161,161,MULTIPOINT ((-49.229400000000005 -25.410883333)),467,2017-01-06,69,36,,,,-25.41088333,-49.2294,WGE,,M,,,M,,EGM_96,,,,932.38,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9(2.99) (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5132,162,162,MULTIPOINT ((0 0)),468,2012-01-20,546,29,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5131,163,163,MULTIPOINT ((0 0)),470,2012-01-20,2555,02,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5130,164,164,MULTIPOINT ((0 0)),608,2014-05-01,516,04,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L12,14",,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-512f,165,165,MULTIPOINT ((0 0)),609,2014-05-01,516,22,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L12, 14",,A,,,,,,,,,,,,2022-12-29,2023-01-26
